review_id,rating,comment,is_negative
95898613,5,Everyone was so helpful! I can't thank the staff enough for taking care my every request.,0
95898614,5,Pleasant and beautiful place overall. All of the staff had smiles on their faces and always made my day.,0
95898615,4,Good service and food. Our room was not resrocked when we first arrived.,0
95898616,3,The room was just okay. It seemed a little run down and our AC would give out. Everything else was impeccable.,0
95898617,1,What a beautiful hellscape. It's so pretty coupled with terrible service and disgusting food.,1
95898618,1,Overpriced and filthy. Your check in is so slow and the rooms we were put in were all riddled with crumbs and dust.,1
95898619,1,My TV was broken and the maintenance team was inconsiderate.,1
95898620,5,The staff are the highlight of this place. So accommodating and helpful.,0
95898621,1,I will not be coming back. I have mobility handicaps and I was rushed out of my room for check out. Everything was great until that point.,1
95898622,4,Really pleasant and fun. Just a bit pricey,0
95898623,1,This place has me so upset. Housekeeping did a horrible clean of my room and went into my room with my do not disturb sign on the door.,1
95898624,5,Exceeded my expectations. The ribeye and old fashioned is so delicious.,0
95898625,4,This is a fun resort with good amenities. I enjoyed my stay.,0
95898626,1,The spa was so bad. I can't believe how unprofessional and unkept the spa is.,1
95898627,1,The conference rooms were not set up for my meetings in time and I was given excuse after excuse by the event manager. This has been so unprofessional.,1
95898628,5,The ocean front suite is so beautiful and ,0
95898629,4,Really pretty views and caring staff. The meals I had were somewhat salty.,0
95898630,4,What a pretty resort. The staff is helpful in every aspect.,0
95898631,5,The boutique stores are so cute! I love the gifts that you have to sell!,0
95898632,4,Pricey but worth it!,0
95898633,1,I sent my food back three times because each time it was overcooked. Also my server was outright mean to me.,1
95898634,1,"The spa staff were so uncaring. I understand if it's busy, but they simply did not want to help with my simplest requests.",1
95898635,5,The chicken taco special was amazing! Poolside is the way to go!,0
95898636,5,"The concierge was amazing! They are informative and professional, setting up acommodations for us outside of the hotel as well.",0
95898637,5,"Simply outstanding. The views, the food, and the overall vibe cannot be beaten.",0
95898638,5,My mind has been blown. The staff took care of us at every step.,0
95898639,4,The Jensen Suite was nice but smaller than expected. Regardless it was amazing.,0
95898640,5,The ocean front room is crazy. It is definitely the highlight of my trip.,0
95898641,5,"The staff is so fast and efficient! Even when busy, they know how to be efficient with all of the guests.",0
95898642,5,The spicy margaritas and other cocktails are really delicious.,0
95898643,5,What an amazing experience. I will never forget these past few days.,0
95898644,1,I am absolutely infuriated. I paid for a spa package for them to tell me I can't use it because it was overbooked. Unprofessional.,1
95898645,4,The breakfast buffet was amazing even though a bit pricey.,0
95898646,5,"If I could, I would stay here indefinitely. It is very beautiful with really good food, drinks, and amenities.",0
95898647,5,The beach is so relaxing. To be able to order drinks poolside is even better.,0
95898648,4,Everything was good. The room view was a little underwhelming though.,0
95898649,1,My room was filthy upon arrival and it took 30 minutes for someone just to come and barely clean it.,1
95898650,5,Such an extravagent experience. I will be returning,0
95898651,5,My kids and I were so happy to be here. This was amazing!,0
95898652,4,The conference overall was a success. There were a few hiccups but the staff accommodated.,0
95898653,4,"The spa was a little underwhelming, but overall it was a great time.",0
95898654,5,My experience here was simply the best. The mushroom risotto was absolutely the best dish I had here.,0
95898655,4,It was a pleasant experience.,0
95898656,4,Pretty good for what we paid for. I wish there was more to do.,0
95898657,5,Everything was perfect. I loved every aspect of this resort.,0
95898658,5,Very family friendly!,0
95898659,4,It was a fun experience to be here with the family. The beach was nice and everyone was very sweet to us.,0
95898660,1,Our experience was not at all what we hoped. The food was awful and our room was a mess. I can't believe how much we spent and how little value we received.,1
95898661,1,"This was atrocious. I don't like to complain, but this was really one of the worst experiences I've had. No one came to our aid when we needed it, everything felt dirty, and none of the amenities were even at par.",1
95898662,5,Really great! I have no complaints and I will we back with my friends and family.,0
95898663,4,Wonderful place. A little bit outdated but still a good beach place to relax.,0
95898664,5,Never thought I'd experience anything like this. Truly outstanding!,0
95898665,3,The experience here is just above average. Everything is what you expect it to be here. Nothing mind-blowing,0
95898666,5,Such a beautiful place. We can't wait to come back!,0
95898667,5,This the best resort I've ever been to. So beautiful and the people here areso helpful and hospitable!,0
95898668,5,Lovely job all around. I love this place and I never want to leave!,0
95898669,1,"It's really bad. I was told that there were so many great things about this resort and nothing has been even remotely positive. The food is bad, the spa amenities are broken, and it's just not a good time. this place needs to be better.",1
95898670,4,"Pretty good I will say. The food, especially breakfast here, is pretty special.",0
95898671,5,I can't believe how great this place is. It's so beautiful and the staff are the best!,0
95898672,5,Spectacular resort! Everything was perfect with everything being perfectly executed.,0
95898673,4,Great experience for great value. Much love goes out to this resort.,0
95898674,5,Our wedding party enjoyed every aspect of this resort. The catering expecially was amazing along with the bar cocktails that were prepared for us.,0
95898675,1,Never again will we come here. Repeatedly have we asked to get our room cleaned for the staff to only steam our sheets and nothing else. There is no care here for the guests.,1
95898676,5,Such a beautiful place! The concierge was especially helpful as they provided everything we needed in a timely manner.,0
95898677,1,The front desk was awful. I don’t understand why you would hire such terrible front desk staff that do not care about guest experience..,1
95898678,1,I feel sick after being here. The outdoor food stand made me feel sick along with the dirty rooms. It's like the vents aren't clean.,1
95898679,1,The spa is the reason why you are getting a poor rating. Fix your amenities and train your staff better.,1
95898680,5,Lovely resort. I will always be happy coming here! The staff as always take care of my family and I.,0
95898681,1,"Dirty. For paying over 700 dollars a night, it at minimum needs to be clean.",1
95898682,5,Really beautiful views and accommodating staff. Good job!,0
95898683,4,Our business meeting went according to plan and the service provided was more than adequate. Thank you!,0
95898684,5,We are so appreciative of everything the staff does here. They are truly the stars of the resort.,0
95898685,1,What a distasteful experience! Everything is so overpriced with the lackluster service!,1
95898686,5,Your services here are unparalleled! The beach is the best part about this resort.,0
95898687,4,It's a really fun resort. Definitely a place to be in the summer. Really great amenities and beautiful views.,0
95898688,4,The food here was surprisingly good! The pool staff came in handy with great cocktails and food.,0
95898689,5,"Everything considered, this resort produces quality value with the food, scenery and the amenities.",0
95898690,5,So many great things for the family to do! Thank you for the great experience!,0
95898691,4,Much love goes out to the staff who do their best with what they have. Not the best experience but still a positive one!,0
95898692,5,Amazing. The Pearl had the best seafood I've ever had,0
95898693,5,The new revamp of the Pearl was amazing! Lovely new food options!,0
95898694,5,The staff and service is unbeatable here!,0
95898695,4,Rooms were unclean when we came in but the housekeeping made it brand new. The front desk apologized and made it up by providing free amenities. They really do go above and beyond.,0
95898696,5,The pool was really nice to have the kids be out there and play. Definitely a highlight.,0
95898697,5,The hotel amenities that were beachside cannot be beaten here.,0
95898698,5,I want to be here all the time. It is so beautiful and the staff here really are caring.,0
95898699,4,Really great. The meeting we had was taken care of nicely with the food and drink provided.,0
95898700,1,This was an upsetting find of a resort. Our rooms were not cleaned properly. We relocated three times to new rooms and each and every time our rooms were filthy.,1
95898701,3,"It was a nice stay overall. The spa however, was definitely not the best, but it was made up by the fact that it was beautiful and things were taken care of quickly.",0
95898702,1,"You all need to do better. If I can't enjoy my dinner in peace, then there is no way I am returning. Things need to be handled here. It should not be expected for the guest to take care of their own problems.",1
95898703,1,Gross and awful. The spa made me so angry and there was nothing to accommodate my dietary restrictions.,1
95898704,2,This resort was a letdown. The spa was not good and the in room dining service was just okay. It is a very beautiful place but that's all it is. It’s just a ,1
95898705,1,"My bags were lost, the front desk were incredibly rude, and the bar food and drink that you tried to make it up with was just downright terrible. Never again will I stay here.",1
95898706,5,I will be back. This is amazing with all of the innovative food items at the pool and the lovely amenities.,0
95898707,5,This resort is such a great time! I can't believe how beautiful it is and amazing the staff are.,0
95898708,1,The spa is absolutely awful. I can't believe you charge over 90 dollars for mediocre massages.,1
95898709,5,Wow! This is all I can say because everything is so perfect! I love the aesthetic!,0
95898710,5,I cannot begin to describe the amazing time we had. Absolutely breathtaking.,0
95898711,5,The food was impeccable. The seafood specials that were provided were absolutely phenomenal.,0
95898712,4,This a lovely spot to host any type of event. The event staff really do a great job and the amenitites to provide to event guests are nice as well.,0
95898713,5,The concierge team provided so much and made it such a personal and lovely stay for my family and I. I can't thank them enough.,0
95898714,5,Thank you for the great time!,0
95898715,4,Lovely place. The breakfast buffest is definitely the place to be to pick yourself back up.,0
95898716,4,Pretty good resort overall! I was pleasntly surprised about the service and their efficiency!,0
95898717,3,Standard resort with good amentities. It's pretty confusing to navigate though.,0
95898718,5,It's such a good place to be with friends and family. They even have beach amenities for guests!,0
95898719,5,It can't get better. The poolside bar is definitely my go to when I come back.,0
95898720,4,The staff was wonderful here. ,0
95898721,3,"It was a good stay. Unfortunately, my room was messy when we came in and the in room dining was not good",0
95898722,1,Awful! Don't provide in-room dining anymore. Everything was disgusting.!,1
95898723,1,"To be frank, this was an awful stay hosted by an incompent front desk team. You can't tell me what I experienced here when I was the one who experienced it. You are downright in the wrong and need to be fired.",1
95898724,1,It's not good. I had high hopes and I was wrong. Your team needs to do better in providing better service.,1
95898725,5,I can't wait to come back here and take my family to your beach! It's so much fun!,0
95898726,1,How do I get bumped off of my spa treatment? What kind of place are you running here?,1
95898727,4,This is such a fun resort. There are things I would change but overall it was pleasant!,0
95898728,1,"I really don't like to complain, but when there are bugs and hair in our supposedly clean room, something needs to be said. ",1
95898729,5,I can't thank you all enough for how wonderful you made my birthday party here!,0
95898730,4,What a great place to be in the summer. The amenities around the hotel itself are very fun.,0
95898731,1,Grossly overrated hotel. The service alone is not deserving of anything higher than a 1 star rating.,1
95898732,1,Your staff is so pretentious. I simply ask a question about the menu and they scoff at me as if I did something wrong. Train your people to be better. This was the worst experience I have ever had in my life.,1
95898733,5,Simply world class! You guys do everything right here!,0
95898734,4,Really great resort with lovely food options. The drinks made at the bar are especially delicious.,0
95898735,4,Really cool place. Very beauttiful!,0
95898736,5,Thank you for such a great place! This was an a amazing time that I would never expect at all.,0
95898737,4,Really great experience to be here!,0
95898738,1,Never again will my family and I come here. This place was overpriced and unclean. The services here are such a disappointment.,1
95898739,1,Why can't housekeeping do their job? It's not hard to clean a room!,1
95898740,5,I've never had food quite like this at a resort. This was definitely something special.,0
95898741,5,I love this resort! The staff are the best here as they provided everything that my party and I needed for our wedding.,0
95898742,5,Simply amazing and beautiful. The poolside margaritas were amazing.,0
95898743,5,Thank you for such an amazing stay!,0
95898744,4,Pretty good resort that provides everything you need.,0
95898745,5,We are so thankful for our stay! This was actually the best time my family and I had.,0
95898746,4,"Overall, this was a great stay and the food was fantastic. The tilapia was amazing!",0
95898747,5,This was amazing! The ambiance and food was superb!,0
95898748,1,Unbelievable! This was awful. I will never be here again with how poor everything was here.,1
95898749,1,"How do you make guests pay for this type of experience? Our spa appointment was moved without notice, and once we got there, it was awful!",1
95898750,1,The spa needs to be taken care of. The water is so hard and the spa workers were unaccommodating to make any changes for us. What a waste.,1
95898751,1,"I am trying to like this place. However, when you food is consistently inedible and your rooms are gross, I can't do it. After five years of being here, I won't ereturn.",1
95898752,4,"It's always a pleasure to say here! I didn't like this year's food specials, but it still gives the best memories.",0
95898753,5,So much fun. I can't begin to describe my experience.,0
95898754,4,I love this place. It was a bit chaotic but overall a great time,0
95898755,1,Never again. Your food is so overcooked at the pool and the drinks are unappetizing.,1
95898756,4,The staff really are incredible. You all are amazing.,0
95898757,5,I loved everything about our stay! Thank you!,0
95898758,5,Hotel with Personality! Definitely my new choice of vacation.,0
95898759,5,What a great experience!,0
95898760,5,Great hotel!,0
95898761,5,"Friendly, helpful staff and comfortable rooms!",0
95898762,5,So amazing! I loved every bit of our stay! Thank you for the great experience!,0
95898763,4,Valuable experience to remember!,0
95898764,2,Never again!,1
95898765,5,Excellent,0
95898766,4,The staff at the place is extremely friendly.,0
95898767,2,I don't understand the mindset as to the reason why this place can't be clean!,1
95898768,4,Everything was pretty good! I can't like it was really fun being here!,0
95898769,4,Great stay. ,0
95898770,5,Honestly such a great time!,0
95898771,5,I absolutely loved it and will definitely be back in the near future!,0
95898772,3,NIGHT MARE!!!,1
95898773,2,The staff here are so rude and the owner is cheap with what they provide here.,1
95898774,3,Need the minimum for an inexpensive price - this is the deal for you!,1
95898775,5,We'll be back.,0
95898776,4,We'll be back again,0
95898777,5,Definitely coming back!,0
95898778,2,There are definitely bed bugs here,1
95898779,5,It's my favorite place go I've booked for November for my birthday this year.,0
95898780,5,"Room seemed to be brand new, very clean, and was perfect. was completely 100 and more satisfied. The staff there was so friendly.",0
95898781,5,We'll be back.,0
95898782,1,Your staff is so pretentious. I simply ask a question about the menu and they scoff at me as if I did something wrong. Train your people to be better. This was the worst experience I have ever had in my life.,1
95898783,5,Simply world class! You guys do everything right here!,0
95898784,4,Really great resort with lovely food options. The drinks made at the bar are especially delicious.,0
95898785,4,Really cool place. Very beauttiful!,0
95898786,5,Thank you!,0
95898787,4,Really great experience to be here!,0
95898788,1,Never again will my family and I come here. This place was overpriced and unclean. The services here are such a disappointment.,1
95898789,1,Why can't housekeeping do their job? It's not hard to clean a room!,1
95898790,5,I've never had food quite like this at a resort. This was definitely something special.,0
95898791,5,I love this resort! The staff are the best here as they provided everything that my party and I needed for our wedding.,0
95898792,5,Simply amazing and beautiful. The poolside margaritas were amazing.,0
95898793,5,Thank you for such an amazing stay!,0
95898794,1,Very unclean. The rooms smelled of mold and everything in the room felt stale. The air was pungent during our stay.,1
95898795,1,"I know this isn't the hotel's fault for it being noisy in another patron's room, but to not try to helpus find a resolution is absolutely unacceptable. Our stay was absolute hell.",1
95898796,4,Really fun place to be! The beach was amazing!,0
95898797,2,The hotel was unclean when we stayed. Do you not have proper housekeeping?,1
95898798,4,"Very clean hotel, good breakfast, good value for your money. The only reason for not giving it 5 stars... the single bed rooms are small. I did not get a chance to use the pool, but pool room looked extremely clean as well.",0
95898799,4,The front desk clerk was strangely short with me. But everything else was nice.,0
95898800,4,The staff is really nice and they go out of there way too help. Breakfast was amazing during our stay!,0
95898801,5,Lovely all around! The seafood was amazing and the pool was great!,0
95898802,1,This was a horrible stay. The hotel was run down and dirty. We were not able to get to our reserved king room because supposedly the battery in the door was going bad and couldn't get in after going back to the office.,1
95898803,2,Our room was sub-standard. Two of the four lights didn't work. The bath tub and sink needed to be cleaned. They both drained VERY slowly. While showering you had to stand in water up to your ankles. The fitted sheet was on the bed inside out... certainly hope that they didn't turn it over.,1
95898804,2,Not quite what we hoped at all. I wish everything was taken care of a little bit better.,1
95898805,5,The food was amazing here! The steak house was really interesting and had great options for everyone in our party.,0
95898806,4,It's really a cute hotel with beauty and standards. So nice!,0
95898807,1,Why are the rooms so unclean? Our room was so filthy with the sheets not steamed and pressed!,1
95898808,4,Everything was pretty good! No compplaints at all.,0
95898809,3,It was a pretty standard resort experience. The best thing here is the beaach.,0
95898810,3,Nothing too mind-blowing. The rooms do the job and the food was pretty good at least.,0
95898811,1,I can't believe how awful this was. It was really awful all and all.,1
95898812,5,Excellent hotel so beautiful,0
95898813,4,"Loved the room, it was cute, cozy, and comfortable!",0
95898814,5,Very good resort with lovely amenities! You guys do great,0
95898815,3,Please fix your spa. Other than that it was a great time here.,0
95898816,5,Fun and exciting beach vibes. Will be coming back again with family!,0
95898817,2,Our toilet was not functioning for the majority of our stay. We tried to move but there was nothing available. They offered us vouchers for another stay but what's the point if the stay is already horrible in the first place?,1
95898818,5,You guys are so amazing. Your staff is phenomenal as they service everything we need when we need it. Thank you!,0
95898819,5,We are so appreciative of your help! You guys did wonderful.,0
95898820,1,So disappointing! I can't get help for my life! Just to get an answer about the simplest things regarding the hotel is so arduous here!,1
95898821,4,Really fun place and the views are so surreal!,0
95898822,5,Lovely amenities along with great staff. This was amazing.,0
95898823,5,I will never go anywhere else again for vacation. Thank you all for a beautiful experience.,0
95898824,1,I should not be charged for this experience! My family and I had such a poor time here it's ridiculous,1
95898825,2,Nice staff but they seemed uninformed about events happening around the resort.,1
95898826,4,Nice for the price. They have some great amenities,0
95898827,3,The rooms were beautiful and overall it was nice but the spa was disgusting.,0
95898828,5,Great stay that exceeded expectations!,0
95898829,5,Thank you for such a great experience!,0
95898830,5,This was a great present for my son. This absolutely was the best graduation present and great getaway for my son and my family.,0
95898831,5,Amazing. Everything was mindblowing,0
95898832,4,Will absolutely visit again.,0
95898833,2,Mediocore resort experience. I felt very much let down,1
95898834,4,"very comfortable, greatful for the wakeup call to catch the plane!",0
95898835,5,We were greeted with joy and happiness--felt good,0
95898836,4,The beach was serene and the pool side amentities are so nice.,0
95898837,4,The best aspect of this resort are its amentities. There is a lot to do for the family here at the hotel.,0
95898838,4,"What a great vacation spot. Even for business meetings, it was really fun!",0
95898839,4,My wedding went off without a hitch here at the hotel. Thank you for this experience!,0
95898840,5,Quick and fun beach getaway,0
95898841,4,Wonderful stay!,0
95898842,5,A really cool secluded beach stay. Truly amazing to be here.,0
95898843,5,Two thumbs up for your staff. They were outstanding.,0
95898844,3,I feel cheated for how much we had to pay. It still was a great experience though,0
95898845,1,Don't be fooled. It’s definitely pretty but that's all it is. The service and food is terrible with nothing to do.,1
95898846,5,It was an unforgettable time! Thank you all again!,0
95898847,3,"Good hotel, but not so crazy about the area as it is so far away from the city.",0
95898848,5,This hotel has everything. Beautiful grounds and interior. We stayed here for 3 nights but wish we had booked longer as we didn't have time to make use of the amazing pool area.,0
95898849,5,This is an excellent property. It really fits the resort catagory. ,0
95898850,5,Great hotel and activities. They think of everything. Customer service is absolutly great. We will difinitly be back in our future trip. Thank you!,0
95898851,5,Such a great resort! The food and service is amazing.,0
95898852,5,I cannot say enough about our family vacation. The place is amazing. The best though is the incredible club lounge for club level guests. The food was sooo good! They accommodated gluten free every meal or snack.  ,0
95898853,5,Great resort all in all! The beach is secluded and has lovely amenities!,0
95898854,5,Everything about our stay from the moment we checked in was a very positive experience. Our room was beautiful. The pool area was also nice and clean with plenty of towels and loungers available. Definitely the perfect stay!,0
95898855,4," The customer service was variable and I was disappointed with their lack of assistance when we encountered an issue with our air conditioner, but still great overall.",0
95898856,3,"Room rate was high, only had a King size bed, check in was very long, tour bus was parked and running for a long time, room was quiet and large. bathroom did not have a working tub.",0
95898857,4,"Hotel was just ok nothing special. Was down here for a party weekend so worth it. The town is amazing, because theres so much fun stuff to do there. Great many bars and restaurants.",0
